0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=0,y=250]
1007 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
5854 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d], Cleared the data chunks in all the consumer message iterators
5854 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d], Committing all offsets after clearing the fetcher queues
5854 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d], Releasing partition ownership
5884 [Thread-2] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-0)
5885 [Thread-2] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-0 attempting to claim partition 0
5907 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d], space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
5933 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d], Consumer space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
5941 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d try #0
5943 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread], Starting 
5953 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
5953 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
5953 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
5954 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
6009 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 0 for 1 topic(s) Set(secure_com_from_earth_channel_3)
6012 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
6021 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
6031 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-0-0], Starting 
6033 [space.exploration.mars.rover_zionmainframe-1496237224068-35eec95d-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496237224106] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
6699 [main] INFO  space.exploration.mars.rover.communication.Radio  - Radio configured:: 
metadata.broker.list::localhost:9092
source.topic::secure_com_from_earth_channel_3
auto.offset.reset::largest
group.id::space.exploration.mars.rover
destination.topic::secure_com_to_earth_channel_3
zookeeper.connect::localhost:2181
7700 [main] INFO  space.exploration.mars.rover.sensor.Radar  - Radio configured:: 
