0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=0,y=250]
1009 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
5895 [space.exploration.mars.rover_zionmainframe-1496364323492-f347aec3-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
5947 [space.exploration.mars.rover_zionmainframe-1496364323492-f347aec3-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 0 for 1 topic(s) Set(secure_com_from_earth_channel_3)
5954 [space.exploration.mars.rover_zionmainframe-1496364323492-f347aec3-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
5968 [space.exploration.mars.rover_zionmainframe-1496364323492-f347aec3-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
5986 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496364323492-f347aec3-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496364323492-f347aec3-0-0], Starting 
5992 [space.exploration.mars.rover_zionmainframe-1496364323492-f347aec3-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496364323530] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 122 to broker BrokerEndPoint(0,zionmainframe,9092)] )
6644 [main] INFO  space.exploration.mars.rover.communication.Radio  - Radio configured:: 
metadata.broker.list::localhost:9092
source.topic::secure_com_from_earth_channel_3
auto.offset.reset::largest
group.id::space.exploration.mars.rover
destination.topic::secure_com_to_earth_channel_3
zookeeper.connect::localhost:2181
7644 [main] INFO  space.exploration.mars.rover.sensor.Radar  - Radio configured:: 
