0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=0,y=250]
1008 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.library.path=/home/sanket/Documents/Tools/intelliJ/idea-IC-171.4073.35/bin::/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.io.tmpdir=/tmp
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.compiler=<NA>
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:os.name=Linux
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:os.arch=amd64
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:os.version=4.4.0-77-generic
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:user.name=sanket
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:user.home=/home/sanket
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:user.dir=/home/sanket/Documents/Code/MyProjects/Java/MavenProjects/space.exploration/MarsRover/mars.rover
5672 [main] INFO  org.apache.zookeeper.ZooKeeper  - Initiating client connection, connectString=localhost:2181 sessionTimeout=6000 watcher=org.I0Itec.zkclient.ZkClient@6f96c77
5681 [main] INFO  org.I0Itec.zkclient.ZkClient  - Waiting for keeper state SyncConnected
5684 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
5687 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
5692 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Session establishment complete on server localhost/127.0.0.1:2181, sessionid = 0x15c129a84bd007a, negotiated timeout = 6000
5693 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (SyncConnected)
5700 [main] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], starting auto committer every 60000 ms
5717 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], begin registering consumer space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46 in ZK
5736 [Thread-2] INFO  kafka.utils.ZKCheckedEphemeral  - Creating /consumers/space.exploration.mars.rover/ids/space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46 (is it secure? false)
5746 [Thread-2] INFO  kafka.utils.ZKCheckedEphemeral  - Result of znode creation is: OK
5746 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], end registering consumer space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46 in ZK
5750 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], starting watcher executor thread for consumer space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46
5765 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46 try #0
5852 [Thread-2] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496364541556] Stopping leader finder thread
5852 [Thread-2] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496364541556] Stopping all fetchers
5853 [Thread-2] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496364541556] All connections stopped
5853 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], Cleared all relevant queues for this fetcher
5854 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], Cleared the data chunks in all the consumer message iterators
5854 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], Committing all offsets after clearing the fetcher queues
5855 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], Releasing partition ownership
5878 [Thread-2] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-0)
5879 [Thread-2] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-0 attempting to claim partition 0
5908 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
5927 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], Consumer space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 122: consumed offset = 122
5939 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread], Starting 
5940 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46 try #0
5953 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
5953 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
5953 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
5953 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
6001 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 0 for 1 topic(s) Set(secure_com_from_earth_channel_3)
6005 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
6015 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
6030 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-0-0], Starting 
6033 [space.exploration.mars.rover_zionmainframe-1496364541520-e9c0ae46-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496364541556] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 122 to broker BrokerEndPoint(0,zionmainframe,9092)] )
6703 [main] INFO  space.exploration.mars.rover.communication.Radio  - Radio configured:: 
metadata.broker.list::localhost:9092
source.topic::secure_com_from_earth_channel_3
auto.offset.reset::largest
group.id::space.exploration.mars.rover
destination.topic::secure_com_to_earth_channel_3
zookeeper.connect::localhost:2181
7703 [main] INFO  space.exploration.mars.rover.sensor.Radar  - Radio configured:: 
