0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=0,y=250]
1010 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.vendor=Oracle Corporation
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.home=/usr/lib/jvm/java-8-openjdk-amd64/jre
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.class.path=/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/charsets.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/cldrdata.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/icedtea-sound.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/jaccess.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/nashorn.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/sunec.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/jce.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/jsse.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/management-agent.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/resources.jar:/usr/lib/jvm/java-1.8.0-openjdk-amd64/jre/lib/rt.jar:/home/sanket/Documents/Code/MyProjects/Java/MavenProjects/space.exploration/MarsRover/mars.rover/target/classes:/home/sanket/.m2/repository/com/google/protobuf/protobuf-java/3.2.0/protobuf-java-3.2.0.jar:/home/sanket/.m2/repository/org/apache/kafka/kafka_2.10/0.9.0.1/kafka_2.10-0.9.0.1.jar:/home/sanket/.m2/repository/com/101tec/zkclient/0.7/zkclient-0.7.jar:/home/sanket/.m2/repository/org/slf4j/slf4j-api/1.6.1/slf4j-api-1.6.1.jar:/home/sanket/.m2/repository/log4j/log4j/1.2.15/log4j-1.2.15.jar:/home/sanket/.m2/repository/javax/mail/mail/1.4/mail-1.4.jar:/home/sanket/.m2/repository/javax/activation/activation/1.1/activation-1.1.jar:/home/sanket/.m2/repository/org/apache/kafka/kafka-clients/0.9.0.1/kafka-clients-0.9.0.1.jar:/home/sanket/.m2/repository/org/xerial/snappy/snappy-java/1.1.1.7/snappy-java-1.1.1.7.jar:/home/sanket/.m2/repository/net/jpountz/lz4/lz4/1.2.0/lz4-1.2.0.jar:/home/sanket/.m2/repository/com/yammer/metrics/metrics-core/2.2.0/metrics-core-2.2.0.jar:/home/sanket/.m2/repository/org/scala-lang/scala-library/2.10.5/scala-library-2.10.5.jar:/home/sanket/.m2/repository/net/sf/jopt-simple/jopt-simple/3.2/jopt-simple-3.2.jar:/home/sanket/.m2/repository/org/slf4j/slf4j-log4j12/1.7.6/slf4j-log4j12-1.7.6.jar:/home/sanket/.m2/repository/org/apache/zookeeper/zookeeper/3.4.6/zookeeper-3.4.6.jar:/home/sanket/.m2/repository/jline/jline/0.9.94/jline-0.9.94.jar:/home/sanket/.m2/repository/io/netty/netty/3.7.0.Final/netty-3.7.0.Final.jar:/home/sanket/.m2/repository/org/tensorflow/tensorflow/1.1.0/tensorflow-1.1.0.jar:/home/sanket/.m2/repository/org/tensorflow/libtensorflow/1.1.0/libtensorflow-1.1.0.jar:/home/sanket/.m2/repository/org/tensorflow/libtensorflow_jni/1.1.0/libtensorflow_jni-1.1.0.jar:/home/sanket/Documents/Tools/intelliJ/idea-IC-171.4073.35/lib/idea_rt.jar
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.library.path=/home/sanket/Documents/Tools/intelliJ/idea-IC-171.4073.35/bin::/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.io.tmpdir=/tmp
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:java.compiler=<NA>
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:os.name=Linux
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:os.arch=amd64
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:os.version=4.4.0-77-generic
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:user.name=sanket
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:user.home=/home/sanket
5920 [main] INFO  org.apache.zookeeper.ZooKeeper  - Client environment:user.dir=/home/sanket/Documents/Code/MyProjects/Java/MavenProjects/space.exploration/MarsRover/mars.rover
5921 [main] INFO  org.apache.zookeeper.ZooKeeper  - Initiating client connection, connectString=localhost:2181 sessionTimeout=6000 watcher=org.I0Itec.zkclient.ZkClient@535779e4
5933 [main] INFO  org.I0Itec.zkclient.ZkClient  - Waiting for keeper state SyncConnected
5938 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
5942 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
5947 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Session establishment complete on server localhost/127.0.0.1:2181, sessionid = 0x15c129a84bd0066, negotiated timeout = 6000
5949 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (SyncConnected)
5958 [main] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], starting auto committer every 60000 ms
5982 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
6005 [Thread-2] INFO  kafka.utils.ZKCheckedEphemeral  - Creating /consumers/space.exploration.mars.rover/ids/space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 (is it secure? false)
6014 [Thread-2] INFO  kafka.utils.ZKCheckedEphemeral  - Result of znode creation is: OK
6014 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
6028 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], starting watcher executor thread for consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8
6052 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
6176 [Thread-2] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
6177 [Thread-2] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
6179 [Thread-2] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
6180 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
6181 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
6182 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
6185 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
6219 [Thread-2] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
6221 [Thread-2] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
6253 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
6272 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
6273 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
6276 [Thread-2] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
6289 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
6289 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
6289 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
6290 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
6383 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 0 for 1 topic(s) Set(secure_com_from_earth_channel_3)
6389 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
6402 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
6421 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
6423 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
6962 [main] INFO  space.exploration.mars.rover.communication.Radio  - Radio configured:: 
metadata.broker.list::localhost:9092
source.topic::secure_com_from_earth_channel_3
auto.offset.reset::largest
group.id::space.exploration.mars.rover
destination.topic::secure_com_to_earth_channel_3
zookeeper.connect::localhost:2181
7963 [main] INFO  space.exploration.mars.rover.sensor.Radar  - Radio configured:: 
21297 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Client session timed out, have not heard from server in 15018ms for sessionid 0x15c129a84bd0066, closing socket connection and attempting reconnect
21398 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (Disconnected)
22689 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
22690 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
22696 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (Expired)
22697 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Unable to reconnect to ZooKeeper service, session 0x15c129a84bd0066 has expired, closing socket connection
22699 [main-EventThread] INFO  org.apache.zookeeper.ZooKeeper  - Initiating client connection, connectString=localhost:2181 sessionTimeout=6000 watcher=org.I0Itec.zkclient.ZkClient@535779e4
22705 [main-EventThread] INFO  org.apache.zookeeper.ClientCnxn  - EventThread shut down
22706 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
22706 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
22707 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], ZK expired; release old broker parition ownership; re-register consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8
22707 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
22709 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.utils.ZKCheckedEphemeral  - Creating /consumers/space.exploration.mars.rover/ids/space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 (is it secure? false)
22714 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Session establishment complete on server localhost/127.0.0.1:2181, sessionid = 0x15c129a84bd0067, negotiated timeout = 6000
22714 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (SyncConnected)
22728 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.utils.ZKCheckedEphemeral  - Result of znode creation is: OK
22729 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
22729 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
22795 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
22797 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
22799 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
22800 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
22800 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
22800 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
22801 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
22802 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
22802 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
22802 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
22802 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
22802 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
22803 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
22824 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
22824 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
22827 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
22828 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
22828 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
22829 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
22832 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
22836 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
22837 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
22837 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
22837 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
22838 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 1 for 1 topic(s) Set(secure_com_from_earth_channel_3)
22843 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
22844 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
22846 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
22850 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
22851 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Topic info for path /brokers/topics/secure_com_from_earth_channel_3 changed to {"version":1,"partitions":{"0":[0]}}, triggering rebalance
22862 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
22862 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
22862 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
22862 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
22862 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
22862 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
22862 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
22863 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
22863 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
22863 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
22863 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
22863 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
22864 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
