0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=350,y=250]
1006 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
6745 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
6745 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
6746 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zion-mainframe:9092
6747 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
6797 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zion-mainframe,9092) with correlation id 0 for 1 topic(s) Set(secure_com_from_earth_channel_3)
6803 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zion-mainframe:9092 for producing
6813 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zion-mainframe:9092
6832 [ConsumerFetcherThread-space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-0-0], Starting 
6835 [space.exploration.mars.rover_zion-mainframe-1500261131815-603ae05c-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1500261131849] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 4325 to broker BrokerEndPoint(0,zion-mainframe,9092)] )
7513 [main] INFO  space.exploration.mars.rover.communication.Radio  - Radio configured:: 
metadata.broker.list::localhost:9092
source.topic::secure_com_from_earth_channel_3
auto.offset.reset::largest
group.id::space.exploration.mars.rover
destination.topic::secure_com_to_earth_channel_3
zookeeper.connect::localhost:2181
8515 [main] INFO  space.exploration.mars.rover.sensor.Radar  - Radar configured:: 
30643 [main] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,localhost,9092) with correlation id 0 for 1 topic(s) Set(secure_com_to_earth_channel_3)
30644 [main] INFO  kafka.producer.SyncProducer  - Connected to localhost:9092 for producing
30644 [main] INFO  kafka.producer.SyncProducer  - Disconnecting from localhost:9092
30656 [main] INFO  kafka.producer.SyncProducer  - Connected to zion-mainframe:9092 for producing
35238 [pool-2-thread-1] INFO  space.exploration.mars.rover.power.Battery  - BatteryMonitor performing due diligence. SCET = 1500261160577
52048 [Thread-2] INFO  space.exploration.mars.rover.kernel.ListeningState  - timeStamp: 1500261167025
targets {
  roverModule: 9
  estimatedPowerUsage: 20
  action: "PerformRadarScan"
}

52048 [Thread-2] INFO  space.exploration.mars.rover.kernel.RadarScanningState  - Performing Radar Scan, current position = java.awt.Point[x=350,y=250]
61564 [Thread-4] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=150,y=450]
64372 [Thread-5] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=200,y=300]
64434 [Thread-6] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=200,y=300]
64617 [Thread-7] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=225,y=300]
64648 [Thread-8] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=225,y=300]
65237 [pool-2-thread-1] INFO  space.exploration.mars.rover.power.Battery  - BatteryMonitor performing due diligence. SCET = 1500261190576
65748 [Thread-9] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=100,y=150]
71666 [Thread-10] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=500,y=200]
71700 [Thread-11] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=500,y=200]
83825 [Thread-12] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=150,y=450]
86624 [Thread-13] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=200,y=300]
86685 [Thread-14] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=200,y=300]
86868 [Thread-15] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=225,y=300]
86900 [Thread-16] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=225,y=300]
88003 [Thread-17] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=100,y=150]
93893 [Thread-18] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=500,y=200]
93924 [Thread-19] INFO  space.exploration.mars.rover.environment.RadarContactBlip  - java.awt.Point[x=500,y=200]
95237 [pool-2-thread-2] INFO  space.exploration.mars.rover.power.Battery  - BatteryMonitor performing due diligence. SCET = 1500261220576
